,Location,Price,Number_of_bedrooms,Living_area,Furnished,Open_fireplace,Terrace,Garden,Surface_area_land,Pool,Condition,Price_per_sq
7641,Other,305000.0,2.0,160.0,False,False,False,True,524.0,False,TO_RENOVATE,1906.25
7642,Other,279900.0,2.0,109.0,False,False,True,False,160.0,False,GOOD,2567.8899082568805
7643,Antwerp,449000.0,3.0,205.0,False,False,True,False,63.0,False,TO_BE_DONE_UP,2190.243902439024
7644,Borgerhout,289000.0,3.0,99.0,False,False,False,False,46.0,False,GOOD,2919.191919191919
7647,Antwerp,449000.0,3.0,205.0,False,False,True,False,63.0,False,TO_BE_DONE_UP,2190.243902439024
7649,Antwerp,335000.0,4.0,116.0,False,False,False,False,52.0,False,TO_BE_DONE_UP,2887.9310344827586
7651,Other,385000.0,4.0,209.0,False,False,True,False,0.0,False,TO_RENOVATE,1842.1052631578948
7652,Mechelen,267000.0,2.0,176.0,False,False,False,False,70.0,False,JUST_RENOVATED,1517.0454545454545
7653,Other,369000.0,3.0,147.0,False,False,True,True,200.0,False,GOOD,2510.204081632653
7654,Other,349000.0,3.0,156.0,False,False,False,True,290.0,False,AS_NEW,2237.1794871794873
7655,Boom,385000.0,4.0,198.0,False,False,False,True,177.0,False,TO_RENOVATE,1944.4444444444443
7656,Other,265000.0,2.0,112.0,False,False,False,True,155.0,False,TO_BE_DONE_UP,2366.0714285714284
7657,Mechelen,267000.0,2.0,176.0,False,False,False,False,70.0,False,JUST_RENOVATED,1517.0454545454545
7658,Mechelen,169000.0,2.0,84.0,False,False,False,False,0.0,False,TO_BE_DONE_UP,2011.904761904762
7661,Other,220000.0,4.0,145.0,False,False,False,False,60.0,False,JUST_RENOVATED,1517.2413793103449
7664,Other,235000.0,3.0,128.0,False,False,True,True,420.0,False,TO_RENOVATE,1835.9375
7665,Other,419000.0,2.0,202.0,False,False,True,True,793.0,False,GOOD,2074.2574257425745
7666,Other,168000.0,5.0,204.0,False,False,True,True,250.0,False,TO_RENOVATE,823.5294117647059
7667,Deurne,325000.0,5.0,156.0,False,False,False,True,130.0,False,GOOD,2083.3333333333335
7668,Other,329000.0,4.0,219.0,False,False,True,True,0.0,False,JUST_RENOVATED,1502.283105022831
7671,Huy,269000.0,5.0,176.0,False,False,True,False,55.0,False,GOOD,1528.409090909091
7676,Harelbeke,279000.0,3.0,215.0,False,False,True,False,210.0,False,GOOD,1297.6744186046512
7678,Other,175000.0,2.0,160.0,False,False,False,False,87.0,False,GOOD,1093.75
7680,Other,265000.0,3.0,176.0,False,False,True,True,110.0,False,AS_NEW,1505.6818181818182
7681,Other,90000.0,2.0,66.0,False,False,True,True,60.0,False,TO_RENOVATE,1363.6363636363637
7682,Denderleeuw,299900.0,4.0,190.0,False,False,False,True,252.0,False,AS_NEW,1578.421052631579
7685,Balen,349000.0,4.0,210.0,False,False,False,False,490.0,False,JUST_RENOVATED,1661.904761904762
7692,Other,260000.0,3.0,252.0,False,False,False,True,481.0,False,TO_RESTORE,1031.7460317460318
7694,Other,225000.0,2.0,80.0,False,False,True,True,900.0,False,TO_BE_DONE_UP,2812.5
7695,Zelzate,330000.0,3.0,157.0,False,False,False,False,420.0,False,AS_NEW,2101.9108280254777
7700,Brugge,529000.0,4.0,200.0,True,False,False,False,130.0,False,AS_NEW,2645.0
7705,Other,449000.0,4.0,252.0,False,False,False,True,629.0,False,GOOD,1781.7460317460318
7708,Other,219000.0,3.0,121.0,False,False,False,True,334.0,False,TO_RENOVATE,1809.9173553719008
7711,Other,447500.0,4.0,160.0,False,False,True,False,263.0,False,GOOD,2796.875
7712,Other,299000.0,3.0,144.0,False,False,False,False,96.0,False,GOOD,2076.3888888888887
7714,Other,280000.0,4.0,150.0,False,False,True,False,786.0,False,JUST_RENOVATED,1866.6666666666667
7715,Harelbeke,275000.0,3.0,218.0,False,False,False,False,536.0,False,GOOD,1261.467889908257
7719,Other,320000.0,4.0,150.0,False,False,False,True,400.0,False,TO_BE_DONE_UP,2133.3333333333335
7724,Mouscron,95000.0,2.0,111.0,False,False,False,False,0.0,False,Unknown,855.8558558558559
7725,Mouscron,189900.0,3.0,153.0,False,False,False,False,0.0,False,AS_NEW,1241.1764705882354
7726,Mouscron,159000.0,2.0,105.0,False,False,False,False,0.0,False,Unknown,1514.2857142857142
7727,Mechelen,530000.0,3.0,215.0,False,False,True,True,575.0,False,AS_NEW,2465.1162790697676
7729,Huy,160000.0,2.0,118.0,False,False,True,False,767.0,False,GOOD,1355.9322033898304
7734,Antwerp,282000.0,2.0,147.0,True,False,True,True,263.0,False,AS_NEW,1918.3673469387754
7743,Other,149000.0,2.0,68.0,False,False,True,True,0.0,False,TO_RENOVATE,2191.176470588235
7746,Temse,275000.0,4.0,160.0,False,False,True,True,340.0,False,JUST_RENOVATED,1718.75
7749,Other,395000.0,4.0,200.0,True,False,True,True,577.0,False,GOOD,1975.0
7755,Other,179000.0,4.0,130.0,False,False,True,True,330.0,False,TO_RENOVATE,1376.923076923077
7756,Other,200000.0,3.0,115.0,False,False,True,True,440.0,False,GOOD,1739.1304347826087
7759,Other,499000.0,5.0,220.0,False,False,False,False,0.0,False,GOOD,2268.181818181818
7760,Herentals,235000.0,3.0,127.0,False,False,True,False,387.0,False,TO_RENOVATE,1850.3937007874015
7763,Other,120000.0,3.0,135.0,False,False,False,True,722.0,False,TO_BE_DONE_UP,888.8888888888889
7764,Charleroi,146000.0,4.0,207.0,False,False,False,False,160.0,False,TO_RENOVATE,705.3140096618357
7765,Mol,398000.0,4.0,186.0,False,False,True,True,676.0,True,GOOD,2139.7849462365593
7770,Other,389000.0,3.0,202.0,False,False,True,True,168.0,False,AS_NEW,1925.7425742574258
7772,Deerlijk,265000.0,3.0,195.0,False,False,True,False,0.0,False,GOOD,1358.974358974359
7776,Brugge,515000.0,3.0,195.0,False,False,False,False,0.0,False,AS_NEW,2641.025641025641
7777,Other,234900.0,5.0,165.0,False,False,True,False,130.0,False,TO_BE_DONE_UP,1423.6363636363637
7781,Other,180000.0,2.0,100.0,False,False,False,True,500.0,False,TO_RENOVATE,1800.0
7783,Other,235000.0,3.0,121.0,False,False,False,True,108.0,False,GOOD,1942.1487603305786
7784,Braine-l'Alleud,180000.0,2.0,100.0,False,False,False,True,500.0,False,TO_RENOVATE,1800.0
7797,Other,229000.0,2.0,125.0,False,False,False,False,335.0,False,TO_RENOVATE,1832.0
7802,Other,185000.0,3.0,142.0,False,False,True,True,620.0,False,TO_BE_DONE_UP,1302.8169014084508
7803,Other,189900.0,2.0,130.0,False,False,True,True,257.0,False,GOOD,1460.7692307692307
7804,Other,498000.0,5.0,232.0,False,True,True,True,348.0,False,GOOD,2146.551724137931
7806,Other,395000.0,4.0,130.0,False,False,True,True,795.0,False,AS_NEW,3038.4615384615386
7808,Other,135000.0,2.0,85.0,False,False,True,False,0.0,False,TO_BE_DONE_UP,1588.235294117647
7810,Other,280000.0,3.0,165.0,False,False,False,True,374.0,False,TO_RENOVATE,1696.969696969697
7812,Other,299000.0,3.0,111.0,False,False,True,True,543.0,False,GOOD,2693.6936936936936
7813,Ninove,279000.0,4.0,182.0,False,False,False,True,137.0,False,GOOD,1532.967032967033
7814,Turnhout,279000.0,2.0,140.0,False,False,True,True,311.0,False,GOOD,1992.857142857143
7815,Harelbeke,210000.0,4.0,170.0,False,False,True,False,170.0,False,GOOD,1235.2941176470588
7817,Geraardsbergen,298000.0,5.0,200.0,False,False,True,True,538.0,False,GOOD,1490.0
7821,Other,379000.0,4.0,216.0,False,False,True,True,533.0,False,GOOD,1754.6296296296296
7822,Other,175000.0,5.0,269.0,False,False,False,True,320.0,False,TO_RENOVATE,650.5576208178438
7823,Other,129000.0,4.0,167.0,False,False,True,False,250.0,False,TO_BE_DONE_UP,772.4550898203593
7832,Other,125000.0,2.0,140.0,False,False,False,False,0.0,False,TO_BE_DONE_UP,892.8571428571429
7835,Other,395000.0,3.0,185.0,False,False,True,False,192.0,False,TO_BE_DONE_UP,2135.135135135135
7842,Other,299900.0,4.0,215.0,False,False,True,False,0.0,False,GOOD,1394.8837209302326
7843,Other,199900.0,3.0,172.0,False,False,True,True,666.0,True,TO_BE_DONE_UP,1162.2093023255813
7844,Other,199500.0,3.0,100.0,False,False,True,False,275.0,False,GOOD,1995.0
7845,Mouscron,314812.0,3.0,124.0,False,False,True,True,0.0,False,AS_NEW,2538.8064516129034
7846,Mouscron,293445.0,2.0,112.0,False,False,True,True,0.0,False,AS_NEW,2620.0446428571427
7847,Mouscron,308256.0,2.0,99.0,False,False,True,True,0.0,False,AS_NEW,3113.6969696969695
7848,Other,215000.0,2.0,102.0,False,False,True,True,79.0,False,GOOD,2107.843137254902
7850,Other,185000.0,3.0,151.0,False,False,True,True,197.0,False,JUST_RENOVATED,1225.1655629139073
7856,Other,430000.0,5.0,189.0,False,False,False,False,350.0,False,Unknown,2275.132275132275
7857,Aalst,365000.0,4.0,200.0,False,False,False,False,242.0,False,GOOD,1825.0
7858,Antwerp,379000.0,3.0,182.0,False,False,True,False,55.0,False,GOOD,2082.4175824175823
7859,Stabroek,275000.0,3.0,240.0,False,False,True,False,299.0,False,TO_RENOVATE,1145.8333333333333
7861,Geraardsbergen,139000.0,3.0,130.0,False,False,True,True,194.0,False,TO_RENOVATE,1069.2307692307693
7864,Other,389000.0,3.0,142.0,False,False,True,True,550.0,False,JUST_RENOVATED,2739.43661971831
7865,Brugge,419000.0,3.0,177.0,False,False,True,True,268.0,False,AS_NEW,2367.231638418079
7872,Merksem,379900.0,3.0,200.0,False,False,True,False,133.0,False,GOOD,1899.5
7873,Aalst,269000.0,3.0,144.0,False,False,True,True,249.0,False,TO_BE_DONE_UP,1868.0555555555557
7877,Denderleeuw,450000.0,5.0,240.0,False,False,True,False,432.0,False,GOOD,1875.0
7878,Other,575000.0,5.0,230.0,False,False,False,True,0.0,False,TO_BE_DONE_UP,2500.0
7879,Other,94000.0,2.0,97.0,False,False,False,True,157.0,False,TO_RENOVATE,969.0721649484536
7880,Other,375000.0,3.0,158.0,False,False,True,False,430.0,False,AS_NEW,2373.4177215189875
7885,Other,180000.0,2.0,139.0,False,False,False,True,192.0,False,TO_RENOVATE,1294.9640287769785
7896,Other,573850.0,4.0,203.0,False,False,False,True,347.0,False,Unknown,2826.847290640394
7904,Other,199000.0,3.0,124.0,False,False,False,True,560.0,False,TO_BE_DONE_UP,1604.8387096774193
7906,Other,150000.0,4.0,136.0,False,False,False,True,98.0,False,TO_BE_DONE_UP,1102.9411764705883
7907,Roeselare,281000.0,4.0,132.0,False,False,False,True,291.0,False,Unknown,2128.787878787879
7908,Roeselare,272000.0,4.0,130.0,False,False,False,True,247.0,False,Unknown,2092.3076923076924
7909,Roeselare,274000.0,3.0,112.0,False,False,False,True,248.0,False,Unknown,2446.4285714285716
7910,Other,249000.0,4.0,121.0,False,False,False,True,113.0,False,Unknown,2057.8512396694214
7911,Roeselare,264000.0,3.0,120.0,False,False,False,True,167.0,False,Unknown,2200.0
7912,Roeselare,255000.0,4.0,129.0,False,False,False,True,137.0,False,Unknown,1976.7441860465117
7913,Roeselare,276000.0,4.0,138.0,False,False,False,True,227.0,False,Unknown,2000.0
7914,Other,276000.0,4.0,138.0,False,False,False,True,227.0,False,Unknown,2000.0
7915,Other,289000.0,4.0,130.0,False,False,False,True,250.0,False,Unknown,2223.076923076923
7916,Other,279000.0,3.0,112.0,False,False,False,True,290.0,False,Unknown,2491.0714285714284
7917,Other,255000.0,4.0,133.0,False,False,False,True,137.0,False,Unknown,1917.2932330827068
7919,Other,169000.0,3.0,137.0,False,False,False,True,491.0,False,TO_RENOVATE,1233.5766423357663
7925,Hasselt,574900.0,3.0,244.0,False,False,False,False,0.0,False,TO_BE_DONE_UP,2356.1475409836066
7935,Other,220000.0,2.0,102.0,False,False,False,False,180.0,False,TO_BE_DONE_UP,2156.8627450980393
7940,Other,389000.0,4.0,250.0,False,True,False,True,828.0,False,TO_BE_DONE_UP,1556.0
7941,Other,285000.0,3.0,130.0,False,False,False,True,434.0,False,GOOD,2192.3076923076924
7944,Other,139000.0,4.0,149.0,False,False,False,False,120.0,False,AS_NEW,932.8859060402684
7946,Other,249000.0,4.0,150.0,False,False,False,False,195.0,False,TO_BE_DONE_UP,1660.0
7958,Other,579000.0,5.0,277.0,False,False,True,True,764.0,False,AS_NEW,2090.2527075812272
7960,Other,369000.0,3.0,216.0,False,False,True,True,624.0,False,GOOD,1708.3333333333333
7964,Other,249000.0,5.0,165.0,False,False,True,True,95.0,False,TO_RENOVATE,1509.090909090909
7967,Other,159000.0,2.0,103.0,False,False,False,False,286.0,False,TO_BE_DONE_UP,1543.6893203883494
7968,Other,139000.0,3.0,134.0,False,False,False,False,399.0,False,TO_BE_DONE_UP,1037.313432835821
7972,Other,310000.0,3.0,164.0,False,False,True,True,563.0,False,GOOD,1890.2439024390244
7973,Other,275000.0,2.0,118.0,False,False,True,False,285.0,False,Unknown,2330.508474576271
7974,Other,275000.0,4.0,180.0,False,False,True,True,0.0,False,JUST_RENOVATED,1527.7777777777778
7979,Antwerp,397000.0,3.0,175.0,False,False,False,False,0.0,False,GOOD,2268.5714285714284
7980,Mortsel,495000.0,4.0,177.0,False,False,False,False,0.0,False,GOOD,2796.6101694915255
7981,Other,165000.0,2.0,120.0,False,False,False,False,700.0,False,TO_RENOVATE,1375.0
7987,Beerse,450000.0,4.0,247.0,False,False,True,False,800.0,False,AS_NEW,1821.8623481781376
7988,Other,289000.0,4.0,223.0,False,False,False,False,184.0,False,GOOD,1295.9641255605382
7990,Other,182000.0,3.0,125.0,False,False,False,True,0.0,False,TO_RENOVATE,1456.0
7994,Geraardsbergen,370000.0,4.0,193.0,False,False,True,True,758.0,False,GOOD,1917.0984455958549
8000,Other,422000.0,4.0,180.0,False,False,True,True,554.0,False,GOOD,2344.4444444444443
8001,Other,430000.0,4.0,193.0,False,False,True,True,536.0,False,GOOD,2227.979274611399
8002,Other,219500.0,3.0,100.0,False,False,False,True,357.0,False,GOOD,2195.0
8003,Other,214500.0,3.0,100.0,False,False,False,True,413.0,False,GOOD,2145.0
8004,Other,480000.0,3.0,174.0,False,False,True,False,320.0,False,GOOD,2758.6206896551726
8012,Other,199000.0,4.0,191.0,False,False,False,True,271.0,False,TO_BE_DONE_UP,1041.8848167539268
8014,Other,145000.0,3.0,150.0,False,False,True,False,9.0,False,TO_BE_DONE_UP,966.6666666666666
8017,Ekeren,349000.0,5.0,183.0,False,True,True,False,0.0,False,GOOD,1907.103825136612
8018,Nivelles,220000.0,2.0,82.0,False,False,True,False,45.0,False,GOOD,2682.9268292682927
8021,Aalst,260000.0,2.0,155.0,False,True,True,False,645.0,False,AS_NEW,1677.4193548387098
8024,Other,299000.0,3.0,180.0,False,False,True,True,700.0,False,GOOD,1661.111111111111
8025,Other,156800.0,2.0,127.0,False,False,True,True,100.0,False,AS_NEW,1234.6456692913387
8026,Other,372000.0,3.0,180.0,False,False,False,True,180.0,False,GOOD,2066.6666666666665
8028,Lier,350000.0,5.0,180.0,False,False,False,False,94.0,False,JUST_RENOVATED,1944.4444444444443
8035,Liège,140000.0,4.0,130.0,False,False,False,False,60.0,False,TO_RENOVATE,1076.923076923077
8037,Other,189000.0,3.0,130.0,False,False,False,False,100.0,False,GOOD,1453.8461538461538
8038,Other,349500.0,3.0,154.0,False,False,False,False,549.0,False,TO_BE_DONE_UP,2269.4805194805194
8041,Other,115000.0,3.0,150.0,False,False,False,False,150.0,False,TO_RENOVATE,766.6666666666666
8042,Other,310000.0,4.0,187.0,False,True,True,True,901.0,False,AS_NEW,1657.7540106951872
8043,Other,585000.0,4.0,275.0,False,False,False,False,850.0,False,GOOD,2127.2727272727275
8045,Other,297500.0,3.0,126.0,False,False,True,False,385.0,False,GOOD,2361.1111111111113
8046,Other,495000.0,3.0,180.0,False,False,True,True,180.0,False,GOOD,2750.0
8049,Other,250000.0,2.0,112.0,False,False,True,True,395.0,False,TO_BE_DONE_UP,2232.1428571428573
8058,Other,399000.0,5.0,227.0,False,False,False,False,230.0,False,Unknown,1757.7092511013216
8062,Other,150000.0,3.0,125.0,False,False,False,False,460.0,False,TO_RENOVATE,1200.0
8064,Liege,165000.0,3.0,142.0,False,False,True,False,105.0,False,TO_BE_DONE_UP,1161.9718309859154
8065,Other,210000.0,3.0,120.0,False,False,True,True,796.0,False,TO_RENOVATE,1750.0
8067,Other,450000.0,4.0,160.0,False,False,False,True,174.0,False,JUST_RENOVATED,2812.5
8070,Beersel,299000.0,4.0,175.0,False,False,True,False,41.0,False,AS_NEW,1708.5714285714287
8071,Other,299000.0,4.0,175.0,False,False,True,False,41.0,False,AS_NEW,1708.5714285714287
8072,Verviers,239000.0,3.0,110.0,False,True,True,True,153.0,False,GOOD,2172.7272727272725
8073,Other,279000.0,3.0,200.0,False,True,True,True,385.0,False,AS_NEW,1395.0
8079,Other,125000.0,2.0,109.0,False,False,False,False,812.0,False,TO_RENOVATE,1146.788990825688
8086,Braine-l'Alleud,379000.0,4.0,170.0,False,True,True,False,340.0,False,GOOD,2229.4117647058824
8087,Other,389000.0,3.0,212.0,False,False,True,False,0.0,False,AS_NEW,1834.9056603773586
8088,Other,470000.0,4.0,180.0,False,False,False,False,180.0,False,AS_NEW,2611.1111111111113
8089,Other,155000.0,2.0,108.0,False,False,False,True,115.0,False,GOOD,1435.1851851851852
8091,Beerse,345000.0,3.0,277.0,False,False,True,False,413.0,False,GOOD,1245.4873646209387
8093,Antwerp,299000.0,4.0,117.0,False,False,False,False,0.0,False,TO_RENOVATE,2555.5555555555557
8094,Borgerhout,230000.0,4.0,163.0,False,False,False,True,72.0,False,TO_RENOVATE,1411.0429447852762
8096,Other,195000.0,4.0,167.0,False,False,True,False,0.0,False,GOOD,1167.6646706586826
8098,Other,259000.0,2.0,94.0,False,False,False,True,693.0,False,TO_BE_DONE_UP,2755.31914893617
8099,Other,348000.0,3.0,262.0,False,False,True,False,473.0,False,GOOD,1328.2442748091603
8102,Other,135000.0,3.0,108.0,False,False,False,True,130.0,False,GOOD,1250.0
8103,Other,195000.0,3.0,220.0,False,False,True,True,35.0,False,AS_NEW,886.3636363636364
8104,Other,115000.0,4.0,139.0,False,False,False,True,170.0,False,TO_RENOVATE,827.3381294964029
8106,Mechelen,285000.0,4.0,174.0,False,False,False,True,160.0,False,GOOD,1637.9310344827586
8107,Other,375000.0,3.0,204.0,False,False,True,True,186.0,False,GOOD,1838.235294117647
8109,Other,145000.0,5.0,240.0,False,False,False,False,190.0,False,Unknown,604.1666666666666
8113,Willebroek,249000.0,2.0,115.0,False,False,True,False,80.0,False,GOOD,2165.217391304348
8114,Other,399000.0,5.0,172.0,False,False,True,False,100.0,False,GOOD,2319.767441860465
8115,Other,199000.0,3.0,206.0,False,False,True,True,510.0,False,GOOD,966.0194174757281
8116,Mechelen,305000.0,2.0,130.0,False,False,True,True,112.0,False,GOOD,2346.153846153846
8117,Other,289000.0,4.0,225.0,False,False,False,False,572.0,False,TO_RENOVATE,1284.4444444444443
8120,Mortsel,384500.0,3.0,190.0,False,False,False,True,175.0,False,GOOD,2023.6842105263158
8121,Mortsel,249000.0,3.0,125.0,False,False,False,True,50.0,False,TO_RENOVATE,1992.0
8122,Mortsel,325000.0,3.0,246.0,False,False,True,False,100.0,False,TO_RENOVATE,1321.138211382114
8124,Hasselt,239000.0,3.0,140.0,False,False,False,False,317.0,False,TO_RENOVATE,1707.142857142857
8125,Other,245000.0,3.0,120.0,False,False,True,True,231.0,False,AS_NEW,2041.6666666666667
8130,Liege,280000.0,2.0,107.0,False,False,True,False,105.0,False,TO_BE_DONE_UP,2616.822429906542
8131,Other,319000.0,3.0,180.0,False,True,True,True,233.0,False,TO_RESTORE,1772.2222222222222
8133,Other,199000.0,2.0,107.0,False,False,False,True,236.0,False,GOOD,1859.8130841121495
8134,Turnhout,209000.0,3.0,160.0,False,False,False,False,90.0,False,TO_BE_DONE_UP,1306.25
8135,Other,260000.0,3.0,103.0,False,False,True,True,131.0,False,GOOD,2524.2718446601943
8140,Other,395000.0,3.0,168.0,False,False,False,True,697.0,False,TO_RENOVATE,2351.190476190476
8148,Other,375000.0,5.0,230.0,True,False,True,False,183.0,False,GOOD,1630.4347826086957
8152,Other,249000.0,3.0,192.0,False,False,False,False,251.0,False,GOOD,1296.875
8153,Other,159000.0,4.0,140.0,False,False,True,True,240.0,False,TO_BE_DONE_UP,1135.7142857142858
8154,Temse,309000.0,3.0,144.0,False,False,True,True,125.0,False,GOOD,2145.8333333333335
8155,Other,350000.0,3.0,166.0,False,False,True,True,711.0,False,GOOD,2108.4337349397592
8156,Other,199000.0,5.0,189.0,False,False,False,True,607.0,False,TO_BE_DONE_UP,1052.9100529100529
8164,Other,212000.0,4.0,150.0,False,False,True,False,0.0,False,JUST_RENOVATED,1413.3333333333333
8171,Gent,272500.0,3.0,178.0,False,False,False,True,173.0,False,Unknown,1530.8988764044943
8173,Gent,229000.0,4.0,111.0,False,False,False,False,49.0,False,GOOD,2063.063063063063
8177,Other,190000.0,2.0,165.0,False,False,False,False,185.0,False,GOOD,1151.5151515151515
8179,Other,150000.0,4.0,241.0,False,False,False,True,800.0,False,AS_NEW,622.4066390041494
8185,Other,249000.0,3.0,205.0,False,False,False,False,200.0,False,TO_BE_DONE_UP,1214.6341463414635
8190,Other,392000.0,3.0,198.0,False,False,False,False,350.0,False,AS_NEW,1979.79797979798
8193,Other,358000.0,3.0,123.0,False,False,True,True,528.0,False,GOOD,2910.569105691057
8199,Other,199000.0,3.0,119.0,False,False,True,True,267.0,False,TO_BE_DONE_UP,1672.2689075630253
8201,Deerlijk,295000.0,4.0,173.0,False,False,False,False,345.0,False,GOOD,1705.2023121387283
8202,Roeselare,395000.0,4.0,200.0,False,False,True,False,506.0,False,TO_BE_DONE_UP,1975.0
8205,Other,264000.0,2.0,113.0,False,False,True,False,65.0,False,GOOD,2336.283185840708
8210,Other,360000.0,4.0,190.0,False,False,False,False,415.0,False,GOOD,1894.7368421052631
8211,Mol,339000.0,4.0,170.0,False,False,True,True,692.0,False,GOOD,1994.1176470588234
8212,Other,200000.0,4.0,175.0,False,False,False,False,850.0,False,TO_RENOVATE,1142.857142857143
8213,Other,375000.0,4.0,154.0,False,False,True,True,263.0,False,AS_NEW,2435.064935064935
8214,Other,200000.0,3.0,124.0,False,False,False,False,283.0,False,GOOD,1612.9032258064517
8216,Mol,385000.0,3.0,170.0,False,False,True,True,387.0,False,AS_NEW,2264.705882352941
8217,Other,425000.0,3.0,150.0,False,True,True,True,600.0,False,AS_NEW,2833.3333333333335
8219,Mouscron,188000.0,3.0,162.0,False,False,True,False,204.0,False,GOOD,1160.4938271604938
8221,Other,389000.0,3.0,208.0,False,False,True,True,775.0,True,GOOD,1870.1923076923076
8222,Other,109999.0,3.0,184.0,True,False,True,True,720.0,False,TO_RENOVATE,597.820652173913
8223,Other,495000.0,3.0,190.0,False,False,True,False,0.0,False,AS_NEW,2605.2631578947367
8226,Geraardsbergen,133000.0,3.0,150.0,False,False,True,False,50.0,False,GOOD,886.6666666666666
8227,Other,249000.0,3.0,159.0,False,False,True,True,803.0,False,GOOD,1566.0377358490566
8228,Liège,189000.0,3.0,110.0,False,False,True,False,125.0,False,GOOD,1718.1818181818182
8229,Liège,199000.0,4.0,127.0,False,False,False,True,270.0,False,GOOD,1566.9291338582677
8230,Other,229500.0,2.0,102.0,False,False,True,False,126.0,False,GOOD,2250.0
8232,Other,425000.0,3.0,198.0,False,False,False,False,516.0,False,AS_NEW,2146.4646464646466
8234,Other,200000.0,2.0,151.0,False,False,True,True,100.0,False,AS_NEW,1324.5033112582782
8235,Other,450000.0,2.0,150.0,False,False,True,False,150.0,False,TO_RENOVATE,3000.0
8236,Other,339000.0,3.0,196.0,False,False,False,False,111.0,False,GOOD,1729.591836734694
8237,Other,339000.0,3.0,196.0,False,False,False,False,111.0,False,GOOD,1729.591836734694
8242,Turnhout,320000.0,4.0,190.0,False,False,True,False,117.0,False,TO_BE_DONE_UP,1684.2105263157894
8244,Other,165000.0,2.0,75.0,False,False,True,True,174.0,False,TO_BE_DONE_UP,2200.0
8247,Braine-l'Alleud,399000.0,5.0,160.0,False,False,True,True,425.0,False,GOOD,2493.75
8248,Other,180000.0,3.0,152.0,False,False,False,True,600.0,False,GOOD,1184.2105263157894
8250,Other,440000.0,4.0,158.0,False,False,True,True,358.0,False,AS_NEW,2784.8101265822784
8254,Aalst,175000.0,2.0,110.0,False,False,False,False,37.0,False,TO_RENOVATE,1590.909090909091
8260,Liege,170000.0,2.0,100.0,False,False,True,True,0.0,False,TO_RENOVATE,1700.0
8261,Other,425000.0,3.0,180.0,False,False,True,False,740.0,False,GOOD,2361.1111111111113
8264,Other,225000.0,3.0,152.0,False,False,True,False,86.0,False,GOOD,1480.2631578947369
8266,Other,389000.0,3.0,130.0,False,False,True,False,232.0,False,GOOD,2992.3076923076924
8272,Other,560000.0,5.0,190.0,False,False,True,True,0.0,False,TO_BE_DONE_UP,2947.3684210526317
8273,Other,560000.0,5.0,190.0,False,False,True,True,0.0,False,TO_BE_DONE_UP,2947.3684210526317
8275,Other,375000.0,4.0,175.0,False,False,True,False,885.0,False,AS_NEW,2142.8571428571427
8277,Other,435000.0,2.0,150.0,False,False,True,False,456.0,False,GOOD,2900.0
8282,Other,79000.0,2.0,70.0,False,False,True,True,292.0,False,TO_RENOVATE,1128.5714285714287
8283,Other,224000.0,3.0,150.0,False,False,False,True,185.0,False,JUST_RENOVATED,1493.3333333333333
8285,Other,285000.0,4.0,177.0,False,False,True,False,180.0,False,TO_RENOVATE,1610.1694915254238
8287,Other,375000.0,3.0,250.0,False,False,True,False,362.0,False,GOOD,1500.0
8288,Other,319000.0,4.0,120.0,False,False,False,False,53.0,False,TO_BE_DONE_UP,2658.3333333333335
8289,Lier,295000.0,3.0,120.0,False,False,True,False,137.0,False,GOOD,2458.3333333333335
8292,Other,240000.0,2.0,131.0,False,False,True,True,180.0,False,AS_NEW,1832.0610687022902
8294,Other,399000.0,4.0,231.0,False,True,True,True,614.0,False,AS_NEW,1727.2727272727273
8299,Other,185000.0,4.0,120.0,False,False,False,False,290.0,False,GOOD,1541.6666666666667
8303,Willebroek,299000.0,3.0,130.0,False,False,False,True,196.0,False,GOOD,2300.0
8304,Dendermonde,535000.0,3.0,215.0,False,False,False,True,145.0,False,AS_NEW,2488.3720930232557
8305,Oostende,199000.0,2.0,92.0,False,False,True,False,70.0,False,TO_BE_DONE_UP,2163.0434782608695
8319,Other,185000.0,3.0,120.0,False,False,False,True,118.0,False,TO_BE_DONE_UP,1541.6666666666667
8322,Deurne,259000.0,3.0,215.0,False,False,False,True,208.0,False,TO_RENOVATE,1204.6511627906978
8323,Kortrijk,210000.0,4.0,152.0,False,False,False,True,402.0,False,TO_RENOVATE,1381.578947368421
8324,Other,210000.0,4.0,152.0,False,False,False,True,402.0,False,TO_RENOVATE,1381.578947368421
8327,Other,329000.0,4.0,200.0,False,False,False,True,900.0,False,TO_BE_DONE_UP,1645.0
8336,Other,199000.0,3.0,245.0,False,False,True,True,275.0,False,TO_BE_DONE_UP,812.2448979591836
8338,Other,417240.0,4.0,216.0,False,False,False,False,216.0,False,Unknown,1931.6666666666667
8339,Other,422007.0,4.0,221.0,False,False,False,False,216.0,False,Unknown,1909.5339366515836
8342,Other,284000.0,4.0,260.0,False,False,True,True,420.0,False,AS_NEW,1092.3076923076924
8345,Other,475000.0,4.0,183.0,False,False,True,True,785.0,False,AS_NEW,2595.6284153005463
8346,Other,379000.0,4.0,171.0,False,False,True,True,570.0,False,AS_NEW,2216.374269005848
8348,Other,249000.0,3.0,152.0,False,False,True,True,280.0,False,AS_NEW,1638.157894736842
8349,Other,495000.0,3.0,189.0,False,False,True,False,684.0,False,AS_NEW,2619.0476190476193
